,date,daily_positive,mean
213,2021-07-09 17:00:00,21039.646484375,19928.653180803572
214,2021-07-10 17:00:00,20912.322265625,20001.331473214286
215,2021-07-11 17:00:00,20201.6484375,20068.67940848214
216,2021-07-12 17:00:00,18931.8046875,20130.108537946428
217,2021-07-13 17:00:00,19719.369140625,20185.1171875
218,2021-07-14 17:00:00,20252.763671875,20233.30050223214
219,2021-07-15 17:00:00,20862.9375,20274.356026785714
220,2021-07-16 17:00:00,21275.7734375,20308.088448660714
221,2021-07-17 17:00:00,21096.611328125,20334.415457589286
222,2021-07-18 17:00:00,20334.328125,20353.369698660714
223,2021-07-19 17:00:00,19013.90625,20365.098493303572
224,2021-07-20 17:00:00,19752.74609375,20369.866629464286
225,2021-07-21 17:00:00,20240.052734375,20368.05078125
226,2021-07-22 17:00:00,20807.548828125,20360.138113839286
227,2021-07-23 17:00:00,21181.85546875,20346.721261160714
228,2021-07-24 17:00:00,20968.990234375,20328.489676339286
229,2021-07-25 17:00:00,20178.466796875,20306.223772321428
230,2021-07-26 17:00:00,18835.83203125,20280.784598214286
231,2021-07-27 17:00:00,19558.970703125,20253.102399553572
232,2021-07-28 17:00:00,20037.50390625,20224.166852678572
233,2021-07-29 17:00:00,20603.462890625,20195.01171875
234,2021-07-30 17:00:00,20983.69140625,20166.702566964286
235,2021-07-31 17:00:00,20784.337890625,20140.323660714286
236,2021-08-01 17:00:00,20014.923828125,20116.960379464286
237,2021-08-02 17:00:00,18700.91015625,20097.68582589286
238,2021-08-03 17:00:00,19459.9921875,20083.546037946428
239,2021-08-04 17:00:00,19981.4765625,20075.542131696428
240,2021-08-05 17:00:00,20597.0,20074.61886160714
241,2021-08-06 17:00:00,21032.90234375,20081.648995535714
242,2021-08-07 17:00:00,20894.71484375,20097.417131696428
243,2021-08-08 17:00:00,20191.2734375,20122.609933035714
244,2021-08-09 17:00:00,18947.25,20157.801339285714
245,2021-08-10 17:00:00,19779.494140625,20203.444475446428
246,2021-08-11 17:00:00,20376.396484375,20259.86160714286
247,2021-08-12 17:00:00,21068.611328125,20327.23465401786
248,2021-08-13 17:00:00,21581.453125,20405.599051339286
249,2021-08-14 17:00:00,21519.42578125,20494.84347098214
250,2021-08-15 17:00:00,20890.27734375,20594.701171875
251,2021-08-16 17:00:00,19717.62890625,20704.755301339286
252,2021-08-17 17:00:00,20617.2421875,20824.43359375
253,2021-08-18 17:00:00,21276.490234375,20953.018415178572
254,2021-08-19 17:00:00,22025.021484375,21089.6484375
255,2021-08-20 17:00:00,22587.205078125,21233.327287946428
256,2021-08-21 17:00:00,22566.65234375,21382.931082589286
257,2021-08-22 17:00:00,21970.328125,21537.224051339286
258,2021-08-23 17:00:00,20821.119140625,21694.86551339286
259,2021-08-24 17:00:00,21734.212890625,21854.432756696428
260,2021-08-25 17:00:00,22396.46484375,22014.429129464286
261,2021-08-26 17:00:00,23137.173828125,22173.308035714286
262,2021-08-27 17:00:00,23680.478515625,22329.48995535714
263,2021-08-28 17:00:00,23629.89453125,22481.381696428572
264,2021-08-29 17:00:00,22992.4375,22627.397321428572
265,2021-08-30 17:00:00,21791.2265625,22765.98409598214
266,2021-08-31 17:00:00,22641.796875,22895.63895089286
267,2021-09-01 17:00:00,23231.529296875,23014.93387276786
268,2021-09-02 17:00:00,23890.39453125,23122.53683035714
269,2021-09-03 17:00:00,24343.3515625,23217.232979910714
270,2021-09-04 17:00:00,24194.8984375,23297.947823660714
271,2021-09-05 17:00:00,23453.16015625,23363.76534598214
272,2021-09-06 17:00:00,22142.501953125,23413.94754464286
273,2021-09-07 17:00:00,22879.83203125,23447.952566964286
